,Unique_Reference_Number,Newspaper,Date,Event_Date,Country,State/Province,City,Organization_Hosting,Event_Location,Persons,Price_Event,Revenue,Attendance,Contains_BOF,Aditional_Comments,Archive,Unnamed: 0,'File' Attachments,Notes,Place Published,Location,Record Number,Reference Type,Short Title,Title,Year,Reference Type.1,Edition,Issue,Reporter,County,Event Date
79,R_138,Gouverneur Free Press,1896-03-11,"March 9, 1896",U.S.,NY,Richville,The Congregational society of Richville,Residence of Wm. Walker,Rev. Jones; Mrs. Jones,,,,y,Mentions that the menu cards were issued by the Free Press office of the villiage,,,,,,"Richville, NY, U.S.",,,,,,,,,,,
124,,The Press,1896-03-19,,,,,,,,,,,,,Chronicling America,124.0,"internal-pdf://3211441672/The Press, March 19, 1896.pdf",,Residence of Mr. and Mrs. Oscar Leonard,"Tolland, Connecticut",6473.0, Newspaper Article,Endeavor society,Endeavor society,"March 13, 1896",,,,,,
491,,Williston graphic,1896-03-20,,,,,,,,,,,,,Chronicling America,491.0,"internal-pdf://2920117873/Williston graphic, March 20, 1896.pdf",,Church rooms,"Williston, North Dakota",6416.0, Newspaper Article,Ladies’ Aid society of the M.E. church,Ladies’ Aid society of the M.E. church,"March 24, 1896",,,,,,
110,,The Democratic advocate,1896-03-21,,,,,,,,,,,,,Chronicling America,110.0,"internal-pdf://3422857386/The Democratic advocate, March 21, 1896.pdf",,Rooms formerly occupied by MRs. Mary Wilson (near the railroad),"Wastminster, Maryland",6229.0, Newspaper Article,Ladies of Grace Lutheran Church,Ladies of Grace Lutheran Church,"March 25, 1896 AND March 26, 1896 AND March 27, 1896 AND March 28, 1896",,,,,,
201,R_260,The Daily News Batavia,1896-03-24,"March 24, 1896",U.S.,NY,East Pembroke,,Residence of L. F. Lyman,L. F. Lyman,,,,n,,,,,,,"East Pembroke, NY, U.S.",,,,,,,,,,,
500,,The Yakima Herald,1896-03-26,,,,,,,,,,,,,Chronicling America,500.0,"internal-pdf://2543860665/The Yakima Herald, March 26, 1896.pdf",,G.A.R. Hall,"North Yakima, Washington",6425.0, Newspaper Article,The Womens Relief Corps,The Womens Relief Corps,"March 28, 1896",,,,,,
144,,The Yakima herald,1896-03-26,,,,,,,,,,,,,Chronicling America,144.0,"internal-pdf://0555996658/The Yakima herald, March 26, 1896.pdf",,G.A.R. hall,"North Yakima, Washington",6811.0, Newspaper Article,Womens Relief corps,Womens Relief corps,"March 28, 1896",,,,,,
25,R_84,Altamont Enterprise,1896-03-27,"March 23, 1896",U.S.,NY,Feurabush,Mr. Peter VanNatten and Mrs. Peter VanNatten,Residence of Mr. Peter VanNatten and Mrs. Peter VanNatten,Mr. Peter VanNatten; Mrs. Peter VanNatten; Mr. Charles Becker; Mrs. Charles Becker; Mr. George Mead; Mrs. George Mead; Mr. Clark Coughtry; Mrs. Clark Coughtry; Mr. Albert Van-Derzee; Mrs. Albert Van-Derzee;,,,,n,,,,,,,"Feurabush, NY, U.S.",,,,,,,,,,,
105,,Dakota Farmers’ Leader,1896-03-27,,,,,,,,,,,,,Chronicling America,105.0,"internal-pdf://4269716693/Dakota Farmers’ Leader, March 27, 1896.pdf",,M.E. Church,"Canton, South Dakota",5984.0, Newspaper Article,Ladies of the M.E. Aid Society,Ladies of the M.E. Aid Society,"April 01, 1896",,,,,,
502,,The Yale expositor,1896-03-27,,,,,,,,,,,,,Chronicling America,502.0,"internal-pdf://2855384616/The Yale expositor, March 27, 1896.pdf",Same event is referenced in the issue from April 03,McKenna block,"Yale, Michigan",6255.0, Newspaper Article,Y.P.S.C.E. of the Disciples; assisted by the Ladies’ Aid,Y.P.S.C.E. of the Disciples; assisted by the Ladies’ Aid,"March 27, 1896",,,,,,
143,,The Yale expositor,1896-03-27,,,,,,,,,,,,,Chronicling America,143.0,"internal-pdf://1504569911/The Yale expositor, March 27, 1896.pdf",,McKenna block,"Yale, Michigan",6575.0, Newspaper Article,Y.P.S.C.E. of the Disciples AND Ladies’ Aid,Y.P.S.C.E. of the Disciples AND Ladies’ Aid,"March 27, 1896",,,,,,
2,,Vermont phoenix,1896-04-03,,,,,,,,,,,,,Chronicling America,2.0,"internal-pdf://1784639528/Vermont phœnix, April 03, 1896.pdf",,Baptist church parlors,"Townshend, Vermont",6775.0, Newspaper Article,,,"April 01, 1896",,,,,,
140,,Williston graphic,1896-04-03,,,,,,,,,,,,,Chronicling America,140.0,"internal-pdf://2426206499/Williston graphic, April 03, 1896.pdf",Contains eBOF; same event is referenced in the issue from March 20,Church rooms,"Williston, North Dakota",6684.0, Newspaper Article,Ladies’ Aid society of the M.E. church,Ladies’ Aid society of the M.E. church,"March 24, 1896",,,,,,
105,R_164,Penn Yan Express,1896-04-15,"April 22, 1896",U.S.,NY,Penn Yan,,Hall,F.R. Andrews,,,,n,,,,,,,"Penn Yan, NY, U.S.",,,,,,,,,,,
7,,The aegis & intelligencer,1896-04-17,,,,,,,,,,,,,Chronicling America,7.0,"internal-pdf://3692101148/The aegis & intelligencer, April 17, 1896.pdf",Same event is referenced in the issue from April 24,Old church building,"Aberdeen, Maryland",6242.0, Newspaper Article,Young Ladies of Aberdeen M.E. church,Young Ladies of Aberdeen M.E. church,"May 05, 1896 AND May 06, 1896",,,,,,
154,,Arizona weekly journal-miner,1896-04-29,,,,,,,,,,,,,Chronicling America,154.0,"internal-pdf://3172686000/Arizona weekly journal-miner, April 29, 1896.pdf",,"Parsonage, on Marina street","Prescott, Arizona",6445.0, Newspaper Article,Epworth league of the M.E. church,Epworth league of the M.E. church,"May 05, 1896",,,,,,
245,,The National tribune,1896-05-14,,,,,,,,,,,,,Chronicling America,245.0,"internal-pdf://2706896568/The National tribune, May 14, 1896.pdf",Cancelled CS,,Washington D.C.,6069.0, Newspaper Article,G.A.R. and W.R.C.,G.A.R. and W.R.C.,,,,,,,
311,R_370,Watertown Re-union,1896-05-30,"May 23, 1896",U.S.,NY,Barnes Corners,The Grangers of the Villiage,Grange hall,,,,,n,,,,,,,"Barnes Corners, NY, U.S.",,,,,,,,,,,
243,,The Mt. Sterling advocate,1896-06-16,,,,,,,,,,,,,Chronicling America,243.0,"internal-pdf://4084960724/The Mt. Sterling advocate, June 16, 1896.pdf",Contains eBOF; same event is referenced in the issue from June 09,Mrs. Mary Samuel’s lawn,"Mt. Sterling, Kentucky",6201.0, Newspaper Article,Ladies of the Southern Presbytarian Church,Ladies of the Southern Presbytarian Church,"June 18, 1896",,,,,,
104,,Connecticut western news,1896-07-02,,,,,,,,,,,,,Chronicling America,104.0,"internal-pdf://1687926644/Connecticut western news, July 02, 1896.pdf",,Congregational church parlors,"Kent, Connecticut",6470.0, Newspaper Article,Young Ladies Mission Circle,Young Ladies Mission Circle,"June 24, 1896",,,,,,
39,R_98,Cazenovia Republican,1896-07-16,"July 16, 1896",U.S.,NY,Cazenovia,The Ladies' Aid Society of the Baptist Church,"Residence of W.H. Cruttenden, Seminary Street ",W.H. Cruttenden,,,,n,,,,,,,"Cazenovia, NY, U.S.",,,,,,,,,,,
258,R_317,The Ogdensburg Advance and St. Lawrence Weekly Democrat,1896-08-06,"August 06, 1896",U.S.,NY,Richville,The Good Templars,Merithew Hall,Rev. H.P. Forbes,,,,n,Newspaper is highly corrupt,,,,,,"Richville, NY, U.S.",,,,,,,,,,,
259,R_318,The Ogdensburg Advance and St. Lawrence Weekly Democrat,1896-08-13,"August 06, 1896",U.S.,NY,Richville,The Good Templars,Merithew Hall,Rev. H.P. Forbes; Rev. C. E. Witts; Horace White,,,,n,References the same event as R_317,,,,,,"Richville, NY, U.S.",,,,,,,,,,,
16,R_74,Wyoming County Times Warsaw,1896-09-17,"September 9, 1896",U.S.,NY,Pike,The Young People's Aid Society connected with the Baptist church,Residence of A. Lathrop,A. Lathrop; Mattie Scott; Fred Shay,10 cents,,,n,Also has a conundrum question competition with prizes ,,,,,,"Pike, NY, U.S.",,,,,,,,,,,
123,,The Enterprise,1896-09-23,,,,,,,,,,,,,Chronicling America,123.0,"internal-pdf://3172686005/The Enterprise, September 23, 1896.pdf",Woman’s weapon,Home of Mr and Mrs W. J. Krebs,"Wellington, Ohio",5933.0, Newspaper Article,The Ladies’ Aid Society of the M. E. Church,The Ladies’ Aid Society of the M. E. Church,"September 16, 1896",,,,,,
180,,Herald and Tribune,1896-09-23,,,,,,,,,,,,,Chronicling America,180.0,"internal-pdf://0932522763/Herald and Tribune, September 23, 1896.pdf",,Residence of Dr. Whitlock,"Jonesborough, Tennessee",5993.0, Newspaper Article,Young Ladies of the Baptist Church,Young Ladies of the Baptist Church,"September 24, 1896",,,,,,
180,,The Hood River glacier,1896-10-02,,,,,,,,,,,,,Chronicling America,180.0,"internal-pdf://2639189042/The Hood River glacier, October 02, 1896.pdf",,In the valley,"Hood River, Oregon",6699.0, Newspaper Article,,,,,,,,,
378,,The Saint Paul globe,1896-10-09,,,,,,,,,,,,,Chronicling America,378.0,"internal-pdf://2795514971/The Saint Paul globe, October 09, 1896.pdf","Contains eBOF; Same event is referenced is the issues from October 04, October 06, and October 08,",Guild hall,"St. Paul, Minnesota",6283.0, Newspaper Article,Young people of St. Clement’s church,Young people of St. Clement’s church,"October 08, 1896",,,,,,
199,,The Jersey City news,1896-10-14,,,,,,,,,,,,,Chronicling America,199.0,"internal-pdf://3033283278/The Jersey City news, October 14, 1896.pdf",,Chapel of the church,"Jersey City, New Jersey",6320.0, Newspaper Article,Ladies’ Aid Society of the Greenville Reformed Church,Ladies’ Aid Society of the Greenville Reformed Church,,,,,,,
208,,Lincoln County Leader,1896-10-22,,,,,,,,,,,,,Chronicling America,208.0,"internal-pdf://1376710093/Lincoln County Leader, October 22, 1896.pdf",,The hotel,"Toledo, Oregon",5955.0, Newspaper Article,Ladies of Syringa Circle,Ladies of Syringa Circle,,,,,,,
95,R_154,Monroe County Mail,1896-10-29,"October 29, 1896",U.S.,NY,Webster,Y.P.S.C.E. of the baptist church,Residence of Miss Hattie Smith,Miss Hattie Smith,,,,n,,,,,,,"Webster, NY, U.S.",,,,,,,,,,,
192,,Evening journal,1896-11-12,,,,,,,,,,,,,Chronicling America,192.0,"internal-pdf://0719885376/Evening journal, November 12, 1896.pdf",,"Residence of C.H. Cantwell, No. 1103 West Fourth street","Wilmington, Delaware",6523.0, Newspaper Article,Christian Endeavor society of Delaware Avenue church,Christian Endeavor society of Delaware Avenue church,"November 10, 1896",,,,,,
195,,The Saint Paul globe,1896-11-18,,,,,,,,,,,,,Chronicling America,195.0,"internal-pdf://4098439583/The Saint Paul globe, November 18, 1896.pdf",Same event is referenced in the issue from November 15,Church parlors,"St. Paul, Minnesota",6604.0, Newspaper Article,Y.P.S.C.E.,Y.P.S.C.E.,"November 17, 1896",,,,,,
60,,The Saint Paul Globe,1896-11-19,,,,,,,,,,,,,Chronicling America,60.0,"internal-pdf://1704365078/The Saint Paul Globe, November 19, 1896.pdf","Also mentioned 22, 24, 25 November",Church on Van Slyke court and Olive street,"Saint Paul, Minnesota",6517.0, Newspaper Article,Choral Society of the First German M.E. Church,Choral Society of the First German M.E. Church,,,,,,,"November 24, 1896"
21,,The Athena Press,1896-11-20,,,,,,,,,,,,,Chronicling America,21.0,"internal-pdf://3616831738/The Athena Press, November 20, 1896.pdf",,,"Athena, Oregon",5953.0, Newspaper Article,Christian Sunday School,Christian Sunday School,"December 01, 1896",,,,,,
63,R_122,Cortland Standard,1896-11-24,"November 21, 1896",U.S.,NY,McGrawville,Epworth league,M.E. Church,,,,,n,,,,,,,"McGrawville, NY, U.S.",,,,,,,,,,,
49,,Blackfoot news,1896-11-28,,,,,,,,,,,,,Chronicling America,49.0,"internal-pdf://1307565982/Blackfoot news, November 28, 1896.pdf",,Old Silver Moon Restaurant building,"Blackfoot, Idaho",6087.0, Newspaper Article,Members of the Episcopal Sunday school,Members of the Episcopal Sunday school,"December 01, 1896",,,,,,
205,,The Saint Paul globe,1896-11-29,,,,,,,,,,,,,Chronicling America,205.0,"internal-pdf://1065311701/The Saint Paul globe, November 29, 1896.pdf",,Church,"St. Paul, Minnesota",6605.0, Newspaper Article,Choral society of First German church,Choral society of First German church,"November 24, 1896",,,,,,
102,R_161,On the St. Lawrence and Clayton Independent,1896-12-04,"December 05, 1896",U.S.,NY,Depauville,Society fair and sale,Depauville fair,,,,,n,Conundrum supper at a local fair,,,,,,"Depauville, NY, U.S.",,,,,,,,,,,
480,,The Watchman and Southron,1896-12-09,,,,,,,,,,,,,Chronicling America,480.0,"internal-pdf://3427211701/The Watchman and Southron, December 09, 1896.pdf",,Town Hall,"Sumter, South Carolina",5982.0, Newspaper Article,Ladies of the Town,Ladies of the Town,"December 03, 1896",,,,,,
241,,Mower County transcript,1896-12-09,,,,,,,,,,,,,Chronicling America,241.0,"internal-pdf://4265905638/Mower County transcript, December 09, 1896.pdf",,Residence of Mrs. T. Varco’s,"Lansing, Minnesota",6280.0, Newspaper Article,,,"December 16, 1896",,,,,,
240,,Mower County transcript,1896-12-16,,,,,,,,,,,,,Chronicling America,240.0,"internal-pdf://1704365079/Mower County transcript, December 16, 1896.pdf",,Residence of Mrs. T. Varco,"Lansing, Minnesota",6260.0, Newspaper Article,,,"December 16, 1896",,,,,,
30,,Mower County transcript,1896-12-16,,,,,,,,,,,,,Chronicling America,30.0,"internal-pdf://3244173413/Mower County transcript, December 16, 1896.pdf","Same event is referenced in the issue Mower County transcript, December 09, 1896",Residence of Mrs. T. Varco,"Lansing, Minnesota",6577.0, Newspaper Article,,,"December 16, 1896",,,,,,
166,,The herald,1896-12-17,,,,,,,,,,,,,Chronicling America,166.0,"internal-pdf://3289099767/The herald, December 17, 1896.pdf",,"Residence of Mr. Hoch, No. 1961 Lovelace avenue","Los Angeles, California",6020.0, Newspaper Article,W.C.T.U. of Los Angeles,W.C.T.U. of Los Angeles,,,,,,,
31,,Bellows Falls times,1896-12-23,,,,,,,,,,,,,Chronicling America,31.0,"internal-pdf://1967681095/Bellows Falls times, December 23, 1896.pdf",Same event is referenced in the issue from December 16,,"Cambridgeport, Vermont",6799.0, Newspaper Article,Mrs. W.C. Robbins,Mrs. W.C. Robbins,"December 16, 1896",,,,,,
421,,St. Johnsbury Caledonian,1897-01-15,,,,,,,,,,,,,Chronicling America,421.0,"internal-pdf://1144522533/St. Johnsbury Caledonian, January 15, 1897.pdf",,Church parlors,"St. Johnsbury, Vermont",6119.0, Newspaper Article,Ladies of the Methodist Church,Ladies of the Methodist Church,"January 13, 1897",,,,,,
467,,The Vermont Watchman,1897-01-20,,,,,,,,,,,,,Chronicling America,467.0,"internal-pdf://3289099766/The Vermont Watchman, January 20, 1897.pdf",,Cheney’s hall,"Montpellier, Vermont",6152.0, Newspaper Article,Christian Endeavor Society,Christian Endeavor Society,"January 14, 1897",,,,,,
12,,The Cecil Whig,1897-01-23,,,,,,,,,,,,,Chronicling America,12.0,"internal-pdf://3455528520/The Cecil Whig, January 23, 1897.pdf",,Residence of George M. Wandergrift,"Elkton, Maryland",6506.0, Newspaper Article,The young ladies of Wesley Chapel,The young ladies of Wesley Chapel,,,,,,,"January 27, 1897"
43,,Vermont phoenix,1897-01-29,,,,,,,,,,,,,Chronicling America,43.0,"internal-pdf://3753378075/Vermont phœnix, January 29, 1897.pdf",,Residence of Stone and Clark,"Halifax, Vermont",6774.0, Newspaper Article,,,"February 04, 1897",,,,,,
87,,The McCook tribune,1897-01-29,,,,,,,,,,,,,Chronicling America,87.0,"internal-pdf://0501772886/The McCook tribune, January 29, 1897.pdf",,Congregational church,"McCook, Nebraska",6625.0, Newspaper Article,Ladies of the Dorcas society,Ladies of the Dorcas society,"January 28, 1897",,,,,,
99,,The daily morning journal and courier,1897-02-01,,,,,,,,,,,,,Chronicling America,99.0,"internal-pdf://1244316433/The daily morning journal and courier, Februar.pdf",Same event is referenced in the issue from January 28,Linsley’s hall,"North Haven, Connecticut",6048.0, Newspaper Article,Mizpah circle of the King’s Daughters of the Congregational church,Mizpah circle of the King’s Daughters of the Congregational church,"February 25, 1897",,,,,,
319,,Oxford Democrat,1897-02-02,,,,,,,,,,,,,Chronicling America,319.0,"internal-pdf://2053999925/Oxford Democrat, February 02, 1897.pdf",,Hall,"Andover, Maine",6208.0, Newspaper Article,King’s Daughters,King’s Daughters,,,,,,,
65,,Santa Fe Daily New Mexican,1897-02-05,,,,,,,,,,,,,Chronicling America,65.0,"internal-pdf://3455528519/Santa Fe Daily New Mexican, February 05, 1897.pdf",,The manse,"Santa Fe, New Mexico",6585.0, Newspaper Article,The Junior Christian Endeavor Society of the Presbyterian Church,The Junior Christian Endeavor Society of the Presbyterian Church,,,,,,,"February 05, 1897"
47,,The Norfolk Virginian,1897-02-06,,,,,,,,,,,,,Chronicling America,47.0,"internal-pdf://2625518591/The Norfolk Virginian, February 06, 1897.pdf","Also mentioned February 09, 11.","Bond house, on Queen street","Norfolk, Virginia",6664.0, Newspaper Article,Ladies of the Methodist Church,Ladies of the Methodist Church,,,,,,,"February 10, 1897"
28,,Fisherman & Farmer,1897-02-12,,,,,,,,,,,,,Chronicling America,28.0,"internal-pdf://1590079437/Fisherman & Farmer, February 12, 1897.pdf",,Bond House on Queen street,"Edenton, North Carolina",6586.0, Newspaper Article,Methodist Ladies,Methodist Ladies,,,,,,,"February 09, 1897"
168,,Herald and News,1897-02-18,,,,,,,,,,,,,Chronicling America,168.0,"internal-pdf://2255218361/Herald and News, February 11, 1897.pdf",Also mentioned February 11.,,"West Randolph, Vermont",6359.0, Newspaper Article,Ladies’ Aid Society,Ladies’ Aid Society,"February 10, 1897",,,,,,
60,,The pioneer express,1897-02-19,,,,,,,,,,,,,Chronicling America,60.0,"internal-pdf://0304089160/The pioneer express, February 19, 1897.pdf",Same event is referenced in the issue from February 12,Residence of W.J. Kneeshaw,"Pembina, North Dakota",6682.0, Newspaper Article,Ladies’ Aid of the M.E. church,Ladies’ Aid of the M.E. church,"February 17, 1897",,,,,,
359,,The Ravalli Republican,1897-02-24,,,,,,,,,,,,,Chronicling America,359.0,"internal-pdf://1192707553/The Ravalli Republican, February 24, 1897.pdf",Contains eBOF; same event is referenced in the issue from March 3,Parsonage,"Stevensville, Montana",6298.0, Newspaper Article,Ladies of the M.E. church,Ladies of the M.E. church,"March 04, 1897",,,,,,
71,,Washington standard,1897-02-26,,,,,,,,,,,,,Chronicling America,71.0,"internal-pdf://0719885373/Washington standard, February 26, 1897.pdf",,Residence of Judge Anders,"Olympia, Washington",6813.0, Newspaper Article,Ladies of St. John’s Parish,Ladies of St. John’s Parish,"February 26, 1897",,,,,,
256,R_315,The Northern Tribune Gouverneur,1897-03-03,"March 01, 1897",U.S.,NY,Gouverneur,The ladies of the Presbyterian Society,,,,,,n,,,,,,,"Gouverneur, NY, U.S.",,,,,,,,,,,
171,,Herald and News,1897-03-04,,,,,,,,,,,,,Chronicling America,171.0,"internal-pdf://1464415775/Herald and News, March 04, 1897.pdf",,Parsonage,"West Randolph, Vermont",6360.0, Newspaper Article,,,"March 05, 1897",,,,,,
93,,The Corvallis Gazette,1897-03-05,,,,,,,,,,,,,Chronicling America,93.0,"internal-pdf://0945117272/The Corvallis Gazette, March 05, 1987.pdf",,,"Corvallis, Oregon",5950.0, Newspaper Article,Ladies of the M.E. Church,Ladies of the M.E. Church,"March 05, 1897",,,,,,
113,,Democratic Northwest and Henry County News,1897-03-25,,,,,,,,,,,,,Chronicling America,113.0,"internal-pdf://3516616713/Democratic Northwest and Henry County News, Ma.pdf",The Staff. What the Street Cars do on the Switch. Sea Nymphs Embellished. Paddy’s Last Resort. I am Sour by You Like Me. I Settle Above Ground. Boston Overthrow. Sahara. Sliced Sweetness. Seed Wrappers. Spring Offerings.,G.A.R. Hall,"Napoleon, Ohio",5939.0, Newspaper Article,Choate Womens’ Relief Corps,Choate Womens’ Relief Corps,"April 01, 1897",,,,,,
